id,ra,dec,zfinal,mass_med,sersic,radius_sersic,MAG_BEST,C,A,S,G,M20,M,I,D,G2,Base_flag,Type
254818,149.90618,2.056658,0.9392,9.32283,1.030337629,0.000131061,23.3549,2.801672,-0.38562,-0.306662,0.480451,-1.371631,0.213115,0.35658,0.036046,2.001908,0,ETD
254829,149.924994,2.049839,1.071,10.3239,1.368530538,8.07261E-05,21.6469,3.232159,0.117627,0.008298,0.563944,-1.83358,0.017291,0.483888,0.077596,1.822722,0,ETD
254831,149.861746,2.073111,3.8046,10.37311,1.766780621,6.94853E-05,24.9082,2.690501,-0.025623,-0.006317,0.508162,-1.634836,0.104439,0.285789,0.07874,2.011703,0,UNC
254839,149.865631,2.071468,1.2868,9.71935,0.950964765,0.000103316,23.0419,3.099861,-0.019491,0.006514,0.53203,-1.346288,0.384615,0.641288,0.067283,1.979672,0,LTD
254849,149.881391,2.065698,2.2822,10.94998,5.359687197,4.18633E-05,22.7554,3.505504,0.076549,0.001843,0.593832,-1.897624,0.042179,0.015954,0.028954,1.779544,0,SPH
254852,149.888276,2.063604,2.0008,8.82493,0.758284558,2.55367E-05,25.4617,2.8238,-0.11904,0,0.566994,-1.741435,0.029851,0,0.018334,2.05979,0,SPH
254867,149.943741,2.043304,1.3909,9.95941,2.613256639,0.000151662,22.5581,3.327535,0.081181,-0.033148,0.571073,-1.819218,0.061856,0.132471,0.127874,1.906453,0,LTD
254869,149.852712,2.076691,4.5128,9.02686,8.399865402,0.00019749,26.1113,2.510295,0.107783,0.041686,0.435573,-1.427192,0.10084,0.046342,0.156449,2.017434,0,ETD
254870,149.940937,2.044543,3.2715,9.47348,0.537839331,5.18688E-05,24.1333,2.537409,0.138805,0.021437,0.504604,-1.55013,0.031185,0.043997,0.019602,,,LTD
254875,149.938404,2.04558,2.0328,9.92579,1.734586394,8.86257E-06,25.375,2.860241,-0.091045,0,0.514366,-1.630026,0.035088,0,0.070715,1.994566,0,SPH
254876,149.889803,2.063006,0.525,8.84963,0.789396689,0.000169052,23.3169,3.201831,-0.185756,0.00219,0.510094,-1.45767,0.288136,0.918593,0.247149,2.003834,0,ETD
254889,149.897079,2.06075,1.9991,9.08993,2.052731193,0.00022419,,,,,,,,,,,,UNC
254895,149.877672,2.067678,2.7911,9.85354,1.741798935,6.61368E-05,23.8521,3.061902,0.043914,0.005713,0.488026,-1.73811,0.128,0.248123,0.118113,2.006842,0,IRR
254902,149.896588,2.060858,2.0514,9.59882,0.3,0.000109885,24.4867,1.932777,0.043878,-0.045876,0.505331,-0.763942,0.72,0.90073,0.364177,2.001845,0,IRR
254911,149.978825,2.031133,2.3022,8.87205,0.453729621,3.55549E-05,24.5285,2.378701,0.231475,0.091662,0.513038,-1.099557,1,0.571822,0.133493,1.990002,0,ETD
254915,149.886631,2.064748,3.6984,9.33822,8.399999996,0.000323911,25.5391,2.462126,0.103627,0.020479,0.515978,-1.146662,0.25,0.509398,0.363075,2.004821,0,IRR
254919,149.908312,2.055915,1.7035,10.35011,5.364690765,2.96912E-05,22.9445,3.772604,0.140425,0.052744,0.598031,-1.844285,0.021622,0.011403,0.03537,1.259748,0,SPH
254920,149.908302,2.056532,1.9803,10.66884,1.247047098,0.000209271,22.9588,2.367812,-0.203935,-0.143438,0.504144,-1.234902,0.833333,0.80007,0.078429,2.001242,0,LTD
254921,149.908424,2.056836,1.419,8.83128,1.527916381,3.62003E-05,24.5737,3.146943,-0.076797,0.036884,0.49407,-1.497003,0.109589,0.093097,0.148395,1.985869,0,ETD
254929,149.98213,2.030107,1.6554,8.8998,0.901970672,0.000146722,25.3895,3.528058,0.005525,0.077021,0.450176,-0.810457,0.428571,0.34105,0.318336,2.030913,0,UNC
254935,149.90416,2.058506,3.9566,8.76858,0.54179648,3.7675E-05,25.4776,2.275409,0.158714,0.060427,0.499503,-1.37608,0.095833,0.502584,0.041725,2.009972,0,LTD
254942,149.867931,2.071222,1.2501,9.34978,0.804356353,6.49501E-05,22.4066,1.734816,0.101138,0.068751,0.618421,-0.915033,0.977131,0.28575,0.714833,1.948305,0,LTD
254943,149.867692,2.071626,1.2976,9.97282,0.591947395,0.000152067,23.5976,2.33064,0.14594,0.039186,0.397192,-1.419298,0.076923,0,0.124211,1.997224,0,LTD
254944,149.867009,2.072017,1.1603,9.2,1.444397459,3.42971E-05,23.9374,3.086258,-0.050514,0.034972,0.556787,-1.834036,0.044944,0.024294,0.024207,2.010995,0,SPH
254948,149.880677,2.065755,1.8328,10.55048,5.002571419,5.33963E-05,23.5454,2.992678,-0.012895,0.025673,0.523411,-1.984575,0.04902,0.034658,0.035828,1.936713,0,ETD
254949,149.853177,2.077053,0.9074,9.2852,0.678764821,6.181E-05,23.5059,2.507483,-0.083419,0.014457,0.488389,-1.49948,0.016807,0,0.050114,2.011138,0,ETD
254953,149.869148,2.071334,1.0905,8.7713,0.902591137,2.87442E-05,25.854,2.641461,0.007899,0,0.474915,-1.715897,0.133333,0,0.209775,2.033843,0,UNC
254956,149.901671,2.059427,1.2281,9.03455,1.019019104,8.43072E-05,24.0413,2.755615,-0.0069,-0.007035,0.513784,-1.229203,0.18,0.218875,0.122755,2.01472,0,LTD
254957,149.97457,2.033061,2.0614,8.79381,2.166113482,1.15478E-05,25.8792,2.747759,-0.019571,0,0.54277,-1.721462,0.018868,0,0.044884,2.052972,0,SPH
254971,149.944181,2.044132,4.0037,9.73184,8.399934951,0.00013923,24.7354,3.186566,0.331867,0.007617,0.487432,-1.450293,0.185185,0.275611,0.194439,1.956114,0,ETD
254976,149.872931,2.070091,2.0066,8.90068,7.771114464,0.000266166,25.7294,2.502388,-0.049543,0,0.4391,-1.511151,0.070175,0.046421,0.203702,,,LTD
254979,149.922913,2.05182,2.3196,10.87534,2.260767611,4.30001E-05,23.1283,3.715191,0.095583,0.019906,0.55254,-2.142248,0.051383,0.052911,0.05949,1.697006,0,SPH
254989,149.934995,2.047513,2.1188,10.00376,1.435608237,6.2366E-05,23.6911,3.013079,-0.046052,0.010401,0.545887,-1.727376,0.055556,0.654356,0.059763,2.000463,0,LTD
255003,149.907781,2.057553,2.9499,8.85847,0.436127204,9.07551E-05,26.6605,1.95878,0.02155,0,0.365969,-1.446159,0.078947,0,0.154852,2.083195,0,IRR
255013,149.871641,2.070787,2.1065,9.22667,0.951988732,4.55265E-05,24.3446,2.819596,0.128403,0.043273,0.542012,-1.503746,0.088608,0.060593,0.227831,1.971037,0,ETD
255017,149.902788,2.059063,0.9398,10.18695,0.836615343,0.000197827,21.3313,2.939482,0.108842,0.046001,0.581097,-1.660665,0.051304,0.173157,0.091418,1.985904,0,IRR
255020,149.908351,2.057553,1.6367,9.20019,2.258313152,4.33787E-05,25.9937,2.689057,-0.150347,0,0.485756,-1.716224,0.048193,0,0.126203,2.078716,0,UNC
255024,149.917728,2.054106,3.7296,8.93309,1.594510982,5.24227E-05,24.9199,3.008788,0.053386,0.010157,0.579384,-1.834897,0.037594,0.013821,0.030437,1.990121,0,LTD
255035,149.922465,2.052421,2.0468,9.7286,1.302304728,7.98508E-05,23.2735,3.175342,-0.027023,0.006761,0.572803,-1.476469,0.073333,0.548366,0.214059,1.994786,0,LTD
255037,149.889631,2.06446,2.2883,8.85423,1.764814028,3.694E-05,25.2963,3.151079,0.035847,0.033753,0.484952,-1.122452,0.173913,0.127741,0.305518,2.010293,0,UNC
255038,149.95508,2.040543,0.9907,9.89999,4.144733434,1.55559E-05,23.1743,3.473955,0.025909,0,0.593768,-1.882159,0.013605,0,0.049821,1.216397,0,SPH
255049,149.924242,2.051942,2.0147,8.85265,8.399560944,8.00955E-05,25.2763,2.555268,0.132484,0.037302,0.527365,-1.314021,0.227273,0.196994,0.363009,2.021578,0,SPH
255053,149.92045,2.053233,0.8562,9.8381,0.673971677,7.11385E-05,22.4499,2.794138,0.01474,0.039376,0.475855,-1.782826,0.040541,0,0.053684,1.974531,0,LTD
255054,149.93417,2.04843,1.9043,8.89385,0.656359413,4.9272E-05,25.0607,2.565644,-0.079527,0.047342,0.488355,-1.208948,0.6,0.360243,0.088214,2.030356,0,ETD
255059,149.866073,2.073162,2.9707,9.45998,1.530811234,4.04781E-05,24.6042,2.914019,0.060261,-0.001578,0.54209,-1.802894,0.077253,0.043498,0.0999,1.981817,0,LTD
255064,149.905101,2.059012,1.3231,9.45,2.585436532,2.65584E-05,23.7246,3.324381,0.014077,0.056839,0.563579,-1.869261,0.019704,0,0.053701,1.793461,0,SPH
255066,149.987996,2.028826,2.0002,10.25166,1.823189534,2.04352E-05,23.2657,3.203622,0.02514,0.051214,0.557074,-1.880968,0.012195,0,0.042764,1.868987,0,SPH
255074,149.900694,2.060593,3.4246,9.07712,0.300626093,6.88653E-05,23.884,2.400932,0.277517,0.029526,0.526306,-1.047814,0.904762,0.850269,0.216847,1.941747,0,LTD
255079,149.984889,2.030095,1.9168,9.00869,1.21191248,4.77455E-05,24.8968,2.780408,-0.028864,0.058038,0.535144,-1.740646,0.067708,0.063813,0.159876,2.033923,0,ETD
255086,149.944792,2.044404,0.9424,10.44363,2.838090725,9.82456E-05,21.3025,3.059673,0.069916,0.01351,0.534422,-1.833074,0.014586,0.037907,0.061716,1.845393,0,ETD
255089,149.856783,2.076726,1.0671,8.93153,1.181259524,5.6304E-05,24.1901,3.049426,-0.048166,0.032537,0.531243,-1.360467,0.068323,0.051733,0.335232,2.012395,0,ETD
255091,149.937776,2.047378,1.9432,9.00837,1.823097088,2.3763E-05,25.328,3.142992,0.06939,0,0.550634,-1.509877,0.09009,0.030996,0.147296,1.999997,0,SPH
255093,149.864331,2.073722,1.2131,10.94731,1.369907366,8.49475E-05,20.9244,3.263951,0.134209,0.011619,0.586079,-2.009357,0.022263,0.030741,0.038847,1.280507,0,ETD
255094,149.864604,2.073888,1.0735,9.51919,3.788094834,0.000102548,23.4581,3.203718,0.235993,0.013947,0.58927,-1.478315,0.241379,0.459177,0.201042,1.939455,0,IRR
255096,149.940237,2.045774,0.6124,9.703,1.878520603,0.000185332,21.7356,2.913427,0.046534,-0.002264,0.499608,-1.669834,0.070853,0.154499,0.03425,1.986804,0,LTD
255097,149.940013,2.046401,0.9403,9.47936,1.723381979,9.15059E-05,22.5838,2.822971,0.061246,0.023121,0.489879,-1.711985,0.031447,0.225273,0.113943,2.000477,0,LTD
255105,149.926352,2.051533,1.6667,9.49273,1.783915068,9.6988E-05,23.6571,2.651159,-0.076411,-0.048211,0.450679,-1.342258,0.26087,0.375474,0.14419,2.013214,0,ETD
255106,149.923587,2.052599,2.377,9.19989,2.089799407,3.92746E-05,25.3067,3.12704,-0.03614,0.078473,0.533532,-1.649567,0.168067,0.043645,0.176094,2.01207,0,ETD
255111,149.985561,2.030011,2.6785,10.23165,0.802365722,6.43601E-05,23.4901,2.443611,0.128576,0.041373,0.460791,-1.317974,0.842105,0.651127,0.258772,2.005525,0,ETD
255118,149.866859,2.07329,1.4487,8.95883,1.217976044,5.32996E-05,24.3417,2.989054,0.040681,0.077274,0.533802,-1.640948,0.097561,0.006721,0.05162,2.00296,0,ETD
255120,149.930942,2.049994,2.4304,8.87065,0.56341029,0.000139569,25.4605,2.86388,-0.275913,-0.016508,0.442641,-1.087356,0.434211,0.327769,0.45364,2.020556,0,ETD
255123,149.866523,2.073488,3.385,8.81133,0.7631629,2.72963E-05,25.3745,2.686767,0.090052,0.068504,0.571304,-1.636432,0.090164,0.034921,0.181398,2.017118,0,ETD
255139,149.856022,2.077335,0.9907,9.60858,0.886926125,4.93174E-05,24.6665,3.068062,-0.333957,-0.119123,0.481164,-1.654328,0.095238,0.05254,0.104501,2.072714,0,ETD
255146,149.92065,2.053965,3.623,9.05001,0.342862496,5.22879E-05,23.886,2.459974,0.15786,0.017285,0.504465,-1.461688,0.027837,0.554176,0.14722,1.951981,0,LTD
255152,149.853785,2.078156,1.5757,9.53073,1.102617072,0.000119008,24.0054,2.861531,-0.110028,0.02445,0.55159,-1.215383,0.135135,0.223482,0.454927,2.008932,0,ETD
255163,149.984325,2.030492,1.6694,10.94655,1.708909747,0.000132954,22.8672,3.574409,0.095882,0.054841,0.577889,-1.738812,0.061105,0.103914,0.063302,1.95254,0,LTD
255172,149.909144,2.058325,2.7245,8.75,1.974589545,2.01302E-05,24.6843,3.002485,0.157388,0,0.613149,-1.567941,0.132653,0.023983,0.169548,1.948352,0,SPH
255178,149.885361,2.067079,3.3623,9.10307,1.482547168,2.42048E-05,24.8217,2.707215,0.093578,0.049338,0.497855,-1.575715,0.010152,0,0.078668,1.988575,0,ETD
255189,149.936169,2.047222,2.112,9.59438,1.103737276,0.000111797,22.6069,2.895842,0.267373,-0.000351,0.531624,-1.513545,0.311828,0.950866,0.077857,1.94941,0,LTD
255190,149.93615,2.047432,2.4483,11.50021,1.651875239,6.7565E-05,24.3745,2.615074,0.175881,0.079318,0.47277,-1.56564,0.05,0,0.133229,2.240608,0,LTD
255191,149.935842,2.048377,2.2114,10.95104,8.4,2.68788E-05,22.6417,3.56795,0.037599,0.073714,0.60014,-1.916079,0.006024,0,0.047685,0.53802,0,SPH
255197,149.915184,2.056138,4.8059,9.10009,0.300003466,7.51467E-05,24.3581,2.562387,0.209803,0.070252,0.55958,-1.650281,0.008097,0,0.161196,1.888686,0,LTD
255198,149.915261,2.056307,4.7369,9.2676,0.302590491,8.21925E-05,24.2898,2.326326,0.416156,0.049825,0.594983,-1.213621,0.21118,0.636656,0.114864,1.997067,0,IRR
255212,149.935737,2.048946,1.7739,9.03346,0.359999161,0.000255721,26.2925,2.017373,-0.115389,0,0.433648,-0.937575,0.8,0.418443,0.296737,2.026782,8192,IRR
255213,149.932765,2.049924,1.0509,9.21768,1.658453366,8.24508E-05,24.4437,2.811547,-0.338368,-0.099571,0.39437,-1.486593,0.150327,0.130582,0.166772,2.022134,0,UNC
255215,149.938518,2.04799,4.3399,8.90529,1.313797703,4.13149E-05,26.3436,2.354603,-0.055791,0.038267,0.367515,-1.465532,0.16129,0.131156,0.122665,2.017417,0,UNC
255224,149.940698,2.047158,2.2704,9.30321,1.149624079,7.59307E-05,23.6549,2.927139,0.049263,-0.003318,0.565345,-1.612685,0.03675,0.037124,0.061289,1.990223,0,LTD
255226,149.859514,2.076561,1.7428,9.20392,8.399999688,0.000148076,24.1166,3.60872,0.082704,-0.024791,0.580281,-1.761491,0.112195,0.080282,0.140175,1.818373,0,SPH
255227,149.859648,2.076507,1.2887,9.85,1.030185233,9.59244E-05,22.5014,2.580691,0.024066,-0.018906,0.532052,-1.590725,0.116393,0.180066,0.13351,1.998714,0,IRR
255235,149.972593,2.035493,1.635,10.34985,2.874514582,1.80831E-05,22.568,3.111411,0.044909,0,0.554477,-1.847609,0,0,0.077069,0.550646,0,SPH
255237,149.854828,2.078101,4.0432,9.12434,8.362529948,0.000212739,25.7628,2.45557,0.031859,0.056412,0.434062,-1.564517,0.010363,0,0.096109,2.039439,0,IRR
255238,149.85476,2.07837,1.1584,10.047,1.040270543,0.000113065,22.3288,2.355538,0.057976,0.019058,0.443246,-1.46692,0.083056,0.296777,0.06479,1.994561,0,LTD
255246,149.935947,2.049056,2.0963,9.34052,0.7621581,3.91855E-05,24.6837,2.704793,-0.045536,0.010795,0.541808,-1.60042,0.030864,0.013939,0.0157,2.042287,0,ETD
255249,149.853399,2.079014,0.54,9.08075,0.354397971,5.92329E-05,22.5444,2.424233,0.111297,0.008014,0.440556,-1.232938,0.003968,0.781244,0.0917,1.991347,0,LTD
255257,149.902093,2.061177,2.1185,9.55116,8.392487806,0.000295118,23.7359,3.311068,0.238792,-0.02288,0.612188,-1.621569,0.103175,0.072703,0.195128,1.937762,0,ETD
255258,149.90241,2.061229,3.3677,10.52822,1.786473867,5.38809E-05,23.7061,3.149353,0.076716,-0.058585,0.574151,-1.847947,0.036609,0.023065,0.09673,1.966014,0,IRR
255261,149.935504,2.049235,2.1373,9.35315,0.372110472,9.49302E-05,23.6862,3.003411,0.044327,0.034065,0.558268,-1.363228,0.158416,0.625779,0.327468,1.99459,0,LTD
255267,149.883526,2.068282,1.8699,9.0033,0.597923857,4.64971E-05,24.2287,2.128148,0.237525,0.043494,0.523586,-1.147838,0.083333,0.019511,0.398175,2.018788,0,SPH
255275,149.977441,2.034065,1.0415,9.11788,0.759960413,0.000108391,24.1024,2.068516,0.04568,-0.039924,0.480269,-1.170036,0.75,0.388655,0.119499,2.01133,0,LTD
255276,149.977148,2.034219,2.2267,8.76854,3.324012149,8.03081E-05,25.143,3.581636,0.119403,0.086756,0.535758,-1.633165,0.333333,0,0.154198,2.005308,0,IRR
255278,149.882216,2.068668,1.3162,9.66185,0.807764656,0.000114678,22.9161,2.575718,0.048298,0.015205,0.462719,-1.438229,0.081967,0.642905,0.064446,1.99733,0,LTD
255289,149.980454,2.033169,1.6586,9.36272,1.014883678,4.65502E-05,24.4317,2.942778,-0.041255,0.02583,0.539492,-1.785808,0.037838,0.015968,0.136464,2.021306,0,ETD
255294,149.979768,2.03352,2.2302,9.21287,2.695824842,1.93699E-05,26.435,2.812036,-0.103438,0,0.476508,-1.712113,0.04878,0,0.144689,2.077752,0,ETD
255307,149.938584,2.048562,1.4291,8.93016,1.073328813,4.51538E-05,24.9668,2.900789,-0.070449,0.050688,0.494518,-1.845285,0.06,0.09216,0.056317,2.068825,0,ETD
255312,149.93961,2.0481,1.7976,9.18285,2.210166693,7.99378E-05,23.9406,3.634439,-0.037635,0.051107,0.527203,-2.012084,0.16,0.133622,0.025976,2.000468,0,ETD
255315,149.923969,2.053761,2.1443,8.76361,0.300051999,3.03393E-05,25.2346,2.434734,0.113264,0,0.438234,-1.186783,0.053571,0,0.106739,2.041857,0,SPH
255318,149.988295,2.030182,1.0527,10.44992,1.476259844,5.16202E-05,22.2215,3.468695,0.090826,0.011417,0.522687,-1.816404,0.098901,0.18802,0.07776,1.565201,0,SPH
255326,149.921123,2.05504,3.5769,8.78983,3.831989841,1.85008E-05,26.0688,2.876136,0.025353,0.045243,0.539631,-1.635592,0.110169,0.059456,0.22625,2.028163,0,ETD
255327,149.908978,2.059041,1.2336,10.73699,1.495221492,0.000163669,21.3015,3.036012,0.082284,0.040864,0.590141,-1.427943,0.086667,0.25856,0.223157,1.978433,0,IRR
255328,149.909197,2.059051,0.71,9.64917,3.321536886,0.000175955,22.3154,3.365465,0.046335,-0.168878,0.564996,-1.497251,0.110507,0.065929,0.194831,1.985703,0,LTD
255329,149.908183,2.059135,1.782,10.7756,2.47439766,3.57102E-05,22.8012,3.379697,-0.03594,0.007369,0.562232,-2.009008,0.074344,0.013443,0.03012,1.845494,0,SPH
255332,149.913353,2.057817,2.1146,8.95441,0.490013589,5.70248E-05,24.9898,3.254242,0.040506,-0.018687,0.605742,-1.194071,0.103448,0.081693,0.327148,2.01064,0,IRR
255335,149.895667,2.06423,3.6937,9.05041,0.300003448,6.36244E-05,24.3018,2.410672,0.11771,0.017702,0.477284,-1.176424,0.818182,0.962582,0.110779,,,LTD
255341,149.906355,2.06046,2.4367,9.16332,1.743279461,2.44226E-05,26.5096,3.066266,-0.31183,-0.039088,0.477463,-1.235592,0.058824,0,0.052786,2.075646,8192,ETD
255343,149.868394,2.073849,1.1688,10.9017,1.22152212,0.000147872,22.1247,3.733543,0.021164,0.033792,0.548781,-2.24334,0.031537,0.082062,0.048001,1.76956,0,ETD
255354,149.932248,2.051107,2.1593,9.1029,1.618873951,4.48926E-05,24.6338,2.955809,0.074957,0.035116,0.600019,-1.63879,0.078947,0.014842,0.126511,1.993703,0,ETD
255357,149.954655,2.042769,0.9763,9.98749,1.519948847,9.26669E-05,22.2726,2.850256,0.024905,0.025389,0.477616,-1.729224,0.059574,0.096984,0.069328,1.962652,0,LTD
255360,149.910243,2.05905,3.1038,8.80083,0.579698083,0.000114404,25.1374,2.630761,0.095399,0.008267,0.495459,-1.446495,0.303797,0.389233,0.164937,2.018186,0,LTD
255370,149.933541,2.050354,1.244,9.50106,1.71115899,8.07745E-05,23.559,2.790867,-0.006746,-0.009243,0.469558,-1.753096,0.084453,0.166753,0.099373,2.001125,0,LTD
255371,149.933666,2.050627,1.9877,9.26719,1.778320803,2.54236E-05,24.91,3.51406,-0.018545,0.06189,0.559409,-1.541679,0.203883,0.076119,0.241657,1.995971,0,ETD
255380,149.87131,2.073211,2.6644,10.05516,1.509575675,7.42636E-05,23.5025,2.997377,-0.096871,-0.04774,0.519642,-1.630327,0.033451,0.279679,0.080378,2.009072,0,IRR
255382,149.854616,2.079036,1.2908,8.93997,0.300007301,0.000156096,25.6402,2.078109,-0.247176,-0.098538,0.44279,-1.193569,1,0.520687,0.349734,2.091142,0,IRR
255398,149.91507,2.057631,3.7093,9.3512,2.1320334,5.81969E-05,24.8779,3.111065,0.181974,-0.003168,0.542194,-1.475017,0.116505,0.155794,0.219843,1.983619,0,IRR
255401,149.980863,2.033639,2.2238,10.15943,1.552067365,3.7691E-05,23.7911,3.299749,0.066672,0.032993,0.607047,-1.74319,0.02589,0.123137,0.090727,2.007127,0,ETD
255407,149.888376,2.066885,0.524,10.24997,1.267721326,0.000118107,20.7569,3.27966,0.061508,0.021846,0.532346,-1.874674,0.004582,0,0.022875,0.913973,0,LTD
255411,149.920315,2.055794,1.9502,9.5801,1.137745771,5.39073E-05,23.9422,2.785782,0.028435,0.030536,0.495571,-1.546028,0.153846,0.017456,0.164601,2.053004,0,ETD
255412,149.866499,2.075299,1.7114,9.82594,1.111752599,3.16705E-05,22.8741,2.745417,0.059295,0.053483,0.49744,-1.736034,0,0,0.033747,1.756672,0,SPH
255414,149.950841,2.044736,3.885,8.87236,0.300001053,5.03408E-05,25.2932,2.473755,0.079083,-0.000658,0.540698,-1.198781,1,0.578912,0.16515,2.005349,0,ETD
255435,149.935868,2.05033,1.9559,9.42558,1.672246798,8.93656E-05,24.8156,2.983209,-0.118134,-0.15003,0.472757,-1.368485,0.184874,0.39823,0.217485,2.007949,0,ETD
255441,149.953197,2.043972,0.5991,8.81182,0.828258376,6.29374E-05,24.0031,2.9175,0.034085,0.016913,0.478168,-1.295693,0.042373,0.01689,0.3116,2.011021,0,IRR
255445,149.977353,2.034954,0.6209,9.50937,1.939827288,0.000148902,22.3703,3.140662,-0.2898,-0.135929,0.505429,-1.95014,0.068288,0.117683,0.057708,1.999071,0,LTD
255453,149.985299,2.032509,2.6304,9.14639,1.222802701,2.6275E-05,25.5009,2.719185,0.063893,0.082301,0.490751,-1.576299,0.027027,0,0.123347,2.030372,0,IRR
255457,149.984035,2.03294,4.028,9.42183,1.840834508,8.06216E-05,24.9025,2.831511,0.056385,0.013784,0.573881,-1.88767,0.042048,0.036895,0.039801,1.994005,0,LTD
255465,149.909398,2.060163,3.1369,8.78548,1.17294074,3.15166E-05,25.531,2.582831,0.027919,0.029845,0.522307,-1.324194,0.023166,0.12024,0.203962,2.059853,0,ETD
255475,149.894724,2.065154,0.6559,10.4,1.060503365,9.2616E-05,21.3802,3.222634,0.14178,0.028036,0.554627,-1.975866,0.038217,0.054814,0.052353,1.624312,0,ETD
255476,149.874546,2.072823,1.1399,9.10214,2.01643134,1.98798E-05,24.9076,2.776608,-0.008725,0,0.531319,-1.716287,0.014706,0,0.062687,2.005774,0,SPH
255478,149.979873,2.03444,2.574,9.74845,0.778678678,0.000141798,23.8768,2.710249,-0.186297,-0.127104,0.467582,-1.420185,0.447368,0.439717,0.28699,2.019192,0,ETD
255485,149.948897,2.045841,5.4417,9.67945,0.713814507,6.41424E-05,24.0878,2.419991,-0.011547,0.004853,0.454314,-1.591283,0.01833,0.011189,0.064203,2.009714,0,LTD
255486,149.910841,2.059698,2.9329,8.86325,0.974710715,4.27858E-05,24.7567,3.012418,0.270929,0.048159,0.564962,-1.304829,0.221053,0.281788,0.216615,2.000024,0,IRR
255490,149.877241,2.071904,1.2164,9.11184,1.892015033,0.000100417,24.0341,3.135938,-0.218296,0.031117,0.547574,-1.806302,0.045699,0.057027,0.066311,2.018017,0,ETD
255496,149.97534,2.036322,2.1824,9.38698,1.2248148,4.30684E-05,24.135,2.894725,0.043559,0.001902,0.537606,-1.698758,0.038095,0.047915,0.079281,2.00598,0,ETD
255497,149.923052,2.055328,1.6866,8.79239,0.413304546,7.74584E-05,25.0015,2.20117,-0.07804,0.014078,0.450354,-0.953411,0.428571,0.727524,0.668519,2.026006,0,UNC
255499,149.890736,2.067117,1.7444,9.10146,2.815001231,4.29778E-05,24.4214,3.756235,-0.074085,0.018422,0.56742,-2.108649,0.100962,0.051017,0.037918,1.995627,0,SPH
255506,149.881386,2.070568,1.7851,8.89763,0.983017739,9.45185E-05,25.1133,2.51714,-0.142938,-0.120613,0.490911,-1.122006,0.340426,0.338901,0.346946,2.024802,0,UNC
255514,149.871241,2.074312,1.781,8.88906,1.230385503,3.79497E-05,25.4873,2.525331,0.011884,-0.045324,0.50352,-1.47335,0.047059,0,0.032716,,,UNC
255517,149.904459,2.062151,3.0223,10.62846,2.063041637,1.6115E-05,22.6909,2.754426,0.057655,0.083715,0.501109,-1.669752,0,0,0.036785,0.433195,0,ETD
255518,149.904326,2.062271,2.0285,8.8661,1.629203409,5.37674E-05,26.1333,2.510861,-0.303318,0.008387,0.451005,-0.974396,1,0.064631,0.186262,2.059693,0,ETD
255541,149.954171,2.044242,1.6777,8.76009,1.005521487,6.23972E-05,25.4635,2.556676,0.02203,-0.003216,0.471697,-1.243926,0.105263,0.117622,0.31403,,,IRR
255543,149.872509,2.073865,1.0867,9.36028,1.085497839,7.43844E-05,24.4179,2.394666,-0.198651,0.01604,0.421233,-1.380471,0.666667,0.816659,0.376098,2.014191,0,ETD
255544,149.985517,2.032752,0.9023,9.59723,3.782085995,1.39112E-05,23.3356,3.539663,0.023433,0,0.61564,-2.01072,0.031142,0.013418,0.040279,1.511353,0,SPH
255550,149.921121,2.056371,1.15,8.80331,1.472226264,2.30204E-05,24.8136,3.099095,-0.077873,0,0.537876,-1.788863,0.035714,0,0.065663,2.013514,0,SPH
255551,149.8844,2.069294,1.4501,9.65351,1.264738769,3.23848E-05,22.4857,3.111177,0.110518,0.053395,0.577312,-1.725362,0.016706,0.004205,0.087136,1.770888,0,ETD
255553,149.892175,2.066723,1.7248,10.14956,1.096426807,0.000122042,22.9281,2.995487,0.003601,0.047963,0.530978,-1.570339,0.02391,0.169594,0.042177,1.985026,0,LTD
255555,149.936839,2.050699,3.2876,8.91718,1.345656016,3.29774E-05,25.6162,2.473432,0.034967,0.039398,0.457945,-1.650444,0.052023,0.029363,0.104698,1.998812,0,ETD
255556,149.91963,2.056945,3.7268,9.24783,1.139068218,3.5953E-05,25.4652,2.799485,0.007836,0.01635,0.541792,-1.601159,0.04661,0.017396,0.128027,2.033712,0,LTD
255578,149.982153,2.034294,5.223,10.55936,0.300162399,2.55496E-06,23.389,2.801854,0.078544,0.011381,0.514976,-1.504379,0.008949,0.497113,0.026134,1.918423,0,ETD
255580,149.904953,2.062341,0.9367,9.28721,1.021044462,8.10411E-05,23.0402,2.505724,0.144083,0.096309,0.444708,-1.416348,0.12,0.29573,0.095698,2.006442,0,ETD
255594,149.922949,2.055947,2.283,9.56519,3.285656403,3.56754E-05,24.3916,3.843272,0.00583,0.050697,0.562198,-1.974231,0.085526,0.035453,0.045494,1.973458,0,SPH
255606,149.911918,2.06011,3.2576,8.86723,1.295735806,3.37227E-05,25.7531,2.678233,0.043601,0.061705,0.50555,-1.479591,0.033333,0.108677,0.167006,2.020847,0,ETD
255607,149.906069,2.062109,1.1527,9.59298,2.102330349,5.90924E-05,23.7416,3.158344,0.191183,0.15614,0.494997,-1.76596,0.032258,0.076104,0.088006,2.00241,0,IRR
255615,149.9327,2.05254,2.9184,9.54813,1.134496699,4.06121E-05,24.1966,2.691674,0.138483,0.065258,0.504097,-1.682239,0.021818,0.012115,0.07152,1.97296,0,LTD
