id,ra,dec,zfinal,mass_med,sersic,radius_sersic,MAG_BEST,C,A,S,G,M20,M,I,D,G2,Base_flag,Type
4,149.804179,2.121018,0.9253,9.25092,5.93799697,0.000679746,23.9658,2.305355,-0.279493,-0.592047,0.504496,-0.881115,0.9375,0.908348,0.391339,2.021283,8192,UNC
12,149.829615,2.114887,1.3682,8.94359,2.230286834,1.83479E-05,24.5915,3.014708,0.021673,0,0.551195,-1.856707,0.04,0,0.078834,2.013751,0,SPH
18,149.826557,2.116032,0.9916,9.49382,2.111141977,2.67911E-05,23.8219,3.02297,-0.090119,0.008512,0.523799,-1.786937,0.051471,0.02263,0.046922,2.017579,0,SPH
22,149.772202,2.1359,2.0928,8.77304,0.830284359,5.01218E-05,25.435,2.689308,-0.149864,0.019885,0.465044,-0.986883,0.631579,0.316284,0.064451,2.077048,0,ETD
23,149.850643,2.107421,2.7637,8.99886,1.27596063,4.83192E-05,26.2019,2.153048,-0.277647,0,0.452214,-1.330651,0.777778,0.934256,0.398544,2.052113,0,UNC
31,149.793588,2.12822,2.0364,9.06228,1.134823452,1.82152E-05,24.9445,2.691929,-0.035825,0,0.512622,-1.614193,0.04,0,0.107395,2.026522,0,SPH
35,149.838627,2.111875,1.3682,8.98769,1.33123587,2.95917E-05,24.7595,2.80936,-0.110356,0.007135,0.514502,-1.744601,0.082353,0,0.027861,2.073972,0,SPH
40,149.845484,2.109192,1.4104,10.09869,1.244268532,0.000147918,22.0108,2.628146,-0.00564,0.019858,0.462363,-1.622801,0.053546,0.323195,0.091185,2.001587,0,LTD
41,149.842258,2.110375,0.948,9.48754,3.929714263,7.82914E-05,24.0562,3.291763,0.044317,0.033646,0.525425,-1.671484,0.036364,0.035812,0.105574,2.01492,0,ETD
42,149.842435,2.11052,1.5902,8.91888,0.96026478,0.000118425,24.2441,3.032192,-0.054616,-0.09395,0.474582,-1.329741,0.141304,0.361282,0.181924,2.024534,0,IRR
54,149.776571,2.134576,2.3184,9.15931,0.756964963,4.95111E-05,24.3714,3.010468,0.000456,0.036104,0.476776,-1.26441,1,0.560974,0.136206,2.032418,0,ETD
55,149.772595,2.136056,0.9743,8.88092,2.962276482,0.000325853,26.0387,2.634823,-0.030623,0.206303,0.440183,-0.647718,1,0,0.221088,2.034946,0,UNC
56,149.741367,2.147114,1.4373,10.73272,1.038656269,0.000103997,21.6613,2.877396,0.132543,0.030301,0.539329,-1.662559,0.061381,0.228592,0.058429,1.872744,0,ETD
59,149.760622,2.14041,3.6684,9.07981,1.255115999,6.27169E-05,24.9865,3.292727,-0.020792,-0.016601,0.541198,-1.852121,0.162996,0.076542,0.208216,2.004129,0,LTD
65,149.834836,2.113501,2.3982,9.18446,1.241099243,4.77467E-05,24.5712,3.009867,-0.066391,0.047088,0.503752,-1.657541,0.02381,0,0.097095,2.063966,0,ETD
66,149.733851,2.150173,2.2145,9.50087,0.931244836,5.20588E-05,24.0666,2.504965,-0.029129,0.009025,0.495342,-1.303182,0.315789,0.278028,0.10907,2.009961,0,LTD
74,149.84436,2.110137,1.6677,9.12558,1.460390967,3.54488E-05,25.1296,2.765044,-0.110477,0.021928,0.4967,-1.411928,0.042553,0,0.183051,2.028427,0,ETD
78,149.733127,2.150583,2.5558,9.77563,1.923554124,2.32271E-05,25.2032,2.858969,0.051915,0,0.409039,-1.471675,0.054054,0,0.206249,2.064566,0,ETD
80,149.744772,2.146336,1.0846,8.96925,0.642599799,7.88207E-05,24.8697,2.715531,-0.08485,0.150857,0.437962,-0.997585,0.310345,0.232823,0.096957,2.035209,0,UNC
82,149.850802,2.107863,1.8697,8.90597,1.307541866,4.39541E-05,25.1097,3.297205,-0.436441,-0.192105,0.470289,-1.830512,0.058824,0,0.240269,2.071462,0,ETD
84,149.852964,2.107019,1.7002,9.56537,2.588207837,5.83527E-05,23.5945,3.334631,-0.088902,0.035519,0.565436,-1.949213,0.075,0.084302,0.067032,2.043784,0,SPH
90,149.74505,2.146419,3.7563,9.00615,0.993529109,2.03573E-07,27.1175,2.089867,0.161867,0,0.381494,-1.292945,0.054545,0,0.197832,2.008677,0,IRR
91,149.84175,2.110501,0.9981,10.39945,3.693277986,1.74773E-05,21.9594,3.333691,0.053562,0,0.569418,-1.874191,0,0,0.059599,0.341524,0,SPH
96,149.818769,2.119482,1.7058,9.42298,0.559990291,0.000108178,23.627,2.739975,-0.094766,0.011229,0.491782,-1.218069,0.666667,0.607837,0.409035,2.014595,0,IRR
99,149.747723,2.145331,1.069,9.84964,0.756772389,8.55247E-05,22.5474,2.519579,0.035517,0.045529,0.483688,-1.300561,0.833333,0.482997,0.012236,2.042341,0,IRR
102,149.769684,2.137501,1.6626,9.19282,1.043228228,5.61603E-05,24.4596,2.858216,-0.073122,0.03861,0.498096,-1.302623,0.084848,0.233949,0.212666,2.005188,0,IRR
108,149.815323,2.120871,2.2696,9.96291,1.626552138,6.02084E-05,23.1777,3.397607,0.07115,-0.011734,0.58744,-1.751685,0.084052,0.038167,0.05409,1.954355,0,ETD
113,149.79788,2.127317,2.0373,9.35669,0.729238059,5.62071E-05,23.5317,2.525943,-0.025572,-0.010554,0.485476,-1.10746,0.241379,0.36579,0.222781,2.063662,0,IRR
126,149.778583,2.134516,2.3667,9.42663,1.678071067,3.83009E-05,24.934,3.505967,-0.057381,-0.008262,0.54528,-1.694856,0.073826,0.03288,0.199225,2.028685,0,SPH
133,149.769584,2.137849,1.1633,9.2403,0.520415909,8.01801E-05,23.7841,2.629969,-0.090156,-0.011752,0.475422,-0.851552,0.533333,0.994629,0.087304,2.015024,0,LTD
136,149.829909,2.116001,1.6583,8.75337,1.50453805,2.38513E-05,25.1966,3.058655,-0.138779,0.024622,0.509359,-1.365013,0.080645,0,0.043036,2.061013,8192,ETD
137,149.804964,2.125084,2.1507,8.78745,1.154845443,2.42095E-05,25.5018,3.183942,0.052696,0,0.481923,-1.706101,0.093023,0,0.218717,2.07981,0,IRR
145,149.796888,2.127774,1.4908,10.94879,0.795423606,0.000102789,20.5784,3.164814,0.273952,0.038179,0.545375,-1.86024,0.212121,0.246638,0.059319,1.388482,0,LTD
152,149.80819,2.123876,0.9703,10.5366,3.182835024,4.6755E-05,21.2115,3.933092,0.057164,0.014078,0.612899,-2.144458,0,0,0.06162,0.096757,0,ETD
154,149.771487,2.137445,2.3958,9.1252,2.545308,5.19743E-05,24.1823,2.271399,-0.175288,-0.014387,0.470379,-1.367735,0.46875,0.461268,0.28116,2.055196,0,IRR
157,149.832585,2.114835,1.9247,9.59837,2.356133419,7.76293E-05,22.9824,3.83893,0.041358,0.013134,0.593862,-1.677668,0.033923,0.206508,0.30515,1.95877,0,LTD
170,149.772435,2.137058,1.4372,9.44605,2.401442978,6.8492E-05,23.3644,3.509405,-0.085213,0.085407,0.529522,-1.952183,0.075269,0.135227,0.057893,2.000276,0,ETD
171,149.763248,2.140662,4.2842,9.38155,0.666900452,1.86757E-05,25.3632,2.46727,0.084287,0,0.454417,-1.594327,0.043478,0,0.048117,2.020596,0,ETD
172,149.817685,2.12078,3.8769,9.28154,1.473755835,6.63663E-05,24.0996,3.076787,0.170225,-0.009154,0.578217,-1.423548,0.046332,0.086376,0.31411,1.997263,0,LTD
173,149.819484,2.120207,1.7809,9.27609,1.377314285,4.2506E-05,24.2587,2.834673,-0.096334,0.016808,0.491726,-1.482722,0.122449,0.076213,0.088262,2.015992,0,ETD
177,149.74269,2.148189,4.5894,8.79554,0.393050305,2.44103E-05,25.9556,2.437999,-0.250217,0,0.479479,-1.427192,0.083333,0.038796,0.042412,2.020928,0,LTD
180,149.822928,2.118854,0.6205,9.40537,1.146088691,3.65271E-05,22.4901,3.215225,0.053669,-0.000924,0.594045,-1.8613,0.018605,0.005528,0.045062,1.938171,0,LTD
185,149.773984,2.136868,2.1359,8.7504,8.394899048,3.00707E-05,26.2161,2.544311,-0.171808,0,0.46419,-1.323313,0.052632,0,0.041798,2.061578,0,ETD
186,149.855964,2.107077,2.9848,8.86603,0.48311967,4.693E-05,25.9482,2.201995,-0.086563,0.022755,0.434934,-1.46255,0.081481,0.056467,0.18154,2.079164,0,UNC
187,149.80329,2.126188,1.7078,9.25111,1.266569441,2.1434E-05,24.9987,2.840458,-0.058499,0,0.513665,-1.742383,0.032258,0,0.045854,2.095071,0,SPH
202,149.835964,2.1143,2.4768,9.22996,0.318282742,6.94867E-05,25.2955,2.303478,-0.151746,-0.114407,0.43927,-1.278953,0.2,0.155511,0.329835,2.064345,0,IRR
203,149.836064,2.114375,2.1015,9.07981,1.033573539,9.54594E-05,24.8452,2.52806,-0.152987,-0.075546,0.45936,-1.28019,0.126582,0.039329,0.294476,2.08738,0,ETD
211,149.814879,2.122232,2.3766,8.96642,3.190645147,1.20343E-05,24.5788,3.070481,-0.055745,0,0.556467,-1.653343,0.1,0.023775,0.04216,1.949328,0,SPH
214,149.801346,2.127165,2.0084,9.12429,0.640494283,5.20592E-05,24.3041,2.555131,0.036722,0.069116,0.497087,-1.407024,0.6,0.574475,0.125601,2.023301,0,ETD
216,149.746407,2.147107,1.9818,9.42396,0.882451066,0.000114546,24.3228,2.308703,-0.105388,-0.023525,0.48206,-1.152489,0.857143,0.3901,0.069826,2.016648,0,IRR
219,149.775469,2.136549,1.5516,9.47551,0.49992481,0.000131067,24.0478,2.122489,-0.056351,-0.014634,0.499621,-0.897738,0.230769,0.445151,0.582642,2.006953,0,IRR
221,149.742814,2.148548,2.2878,8.93946,1.500153495,4.30152E-05,25.5821,2.968636,-0.160409,0.049995,0.394456,-1.231055,0.101695,0.084672,0.108769,2.079296,0,UNC
222,149.850813,2.109317,3.7004,8.96034,1.931367559,1.51319E-05,25.7827,2.612445,0.021229,0,0.557348,-1.581473,0.010309,0,0.083361,,,SPH
227,149.821615,2.119934,1.6982,8.94204,0.984161286,5.75636E-05,25.0877,2.229607,0.108401,0,0.496281,-1.365326,0.153846,0,0.338047,2.014675,0,ETD
230,149.86169,2.105282,2.3527,10.06879,0.302581481,0.000102011,23.6747,2.537645,0.037421,0.020101,0.508766,-1.366841,0.571429,0.438232,0.097043,1.991797,0,IRR
231,149.742434,2.148731,2.3928,9.84286,1.237205344,3.96306E-05,24.5206,2.623909,0.050933,0.032905,0.464372,-1.24152,0.068293,0.378385,0.321635,2.031816,0,ETD
241,149.787038,2.132603,1.6097,8.81781,2.110115643,4.01531E-05,24.8128,3.487234,-0.088249,-0.037189,0.518495,-1.760121,0.073171,0.034376,0.093529,2.069298,0,ETD
242,149.852375,2.108922,2.2537,9.09025,1.518202338,3.2036E-05,25.1503,2.902713,-0.061408,0.129089,0.464716,-1.751329,0.41791,0.120999,0.155321,2.030153,0,UNC
244,149.835361,2.115011,2.0456,8.90758,0.933199819,0.000111153,26.3944,1.484767,-0.104709,0.046551,0.431518,-0.835093,0.422222,0.584612,0.586805,2.035252,8192,UNC
249,149.746683,2.147331,2.1025,8.9003,1.086721017,5.02146E-05,24.839,2.799648,-0.243367,-0.057859,0.46005,-1.628507,0.066667,0.04537,0.193713,,,ETD
251,149.777072,2.136332,1.9243,8.99356,1.043446007,7.96631E-05,24.8765,2.804989,-0.156191,0.054148,0.470641,-1.571022,0.361702,0.321021,0.097058,2.028302,0,ETD
253,149.79801,2.128652,1.1034,9.14071,1.246064147,5.97861E-05,24.1893,2.71143,-0.073546,0.03493,0.44841,-1.472475,0.444444,0.131486,0.24587,2.013093,0,LTD
259,149.796081,2.129499,1.756,8.8061,0.88798829,5.78048E-05,25.6815,2.566348,-0.081599,0.148567,0.461741,-1.206826,0.424242,0.268874,0.325381,2.03007,8192,UNC
262,149.739791,2.150023,4.6839,9.27719,0.594617876,3.48345E-05,25.8564,2.661194,-0.032679,-0.010736,0.509717,-1.392162,0.112676,0.093629,0.166605,2.049518,0,LTD
268,149.772044,2.138349,2.6941,8.85802,0.76955352,3.46432E-05,25.1817,2.426997,-0.01153,0.049552,0.434654,-1.049743,0.444444,0.377507,0.135292,2.030192,0,ETD
272,149.834152,2.115573,1.2203,10.70068,2.763136223,6.52796E-05,21.7271,3.660422,0.053918,0.00987,0.547943,-2.06293,0.015707,0,0.009858,1.546481,0,ETD
275,149.815276,2.122681,3.4077,9.22694,1.24509785,3.28626E-05,24.1783,2.62903,0.070696,0.063788,0.503148,-1.769948,0.014124,0.004471,0.051706,1.98228,0,ETD
279,149.769118,2.139491,1.5089,8.76686,2.606569807,4.54828E-05,25.0624,3.017094,-0.105134,0.031759,0.451217,-1.568891,0.125,0.051679,0.340559,2.035055,0,ETD
285,149.758131,2.142487,1.6294,10.38448,0.3,0.000117079,22.8326,2.547067,-0.04545,0.037823,0.591098,-1.656224,0.087011,0.960881,0.140889,2.008627,0,IRR
289,149.841406,2.11326,1.0586,8.91285,0.958746728,4.75725E-05,24.5527,2.381615,0.036242,0.059572,0.453106,-1.441004,0.098214,0.092116,0.130225,2.026917,0,IRR
296,149.752087,2.145788,3.0177,9.05122,1.341197615,6.29522E-05,24.7128,2.826554,0.111475,0.033116,0.534285,-1.281267,0.078014,0.11899,0.25519,2.010501,0,ETD
299,149.778047,2.136394,2.3067,8.80579,0.355783331,7.35803E-05,25.6219,2.468364,-0.099922,-0.187818,0.470253,-0.884533,1,0.461806,0.023404,2.028887,8192,IRR
308,149.818339,2.121822,2.6117,9.52008,1.44680287,8.88758E-05,23.823,3.055685,0.013712,0.148064,0.456746,-1.065945,0.388889,0.53042,0.030916,2.009127,8192,UNC
312,149.860459,2.106199,1.4421,8.81064,1.967369721,4.78275E-05,24.1515,3.39222,-0.226115,0.007064,0.511255,-2.086792,0.119048,0.112741,0.078494,2.018296,0,SPH
320,149.746256,2.148071,2.1004,9.25107,1.128193916,9.87882E-05,24.4513,2.794733,-0.093276,0.005016,0.450723,-1.634686,0.09571,0.199051,0.068402,2.020884,0,ETD
331,149.745966,2.148243,1.8193,9.02645,0.300002111,6.492E-05,27.2659,3.390679,-0.375457,0,0.443435,-1.712354,0.190476,0,0.184911,2.077755,0,IRR
335,149.797778,2.129472,1.2584,8.89883,2.471604513,2.04185E-05,25.0865,2.915718,-0.037711,0,0.515874,-1.648136,0.047619,0,0.036385,2.010343,0,SPH
338,149.829696,2.117609,0.741,8.91787,4.847606698,0.00027259,25.0803,2.335298,-0.243163,0,0.455688,-1.4754,0.083333,0.023597,0.252845,2.035444,0,IRR
339,149.829482,2.117779,0.86,9.46688,0.656815791,5.71098E-05,21.9143,2.732827,0.172933,0.010485,0.544484,-1.467152,0.02454,0.577272,0.163709,1.704599,0,LTD
344,149.751747,2.146279,4.6415,9.32765,0.454714196,4.09776E-05,25.3428,2.572137,-0.101831,0.050739,0.507437,-1.34571,0.046243,0.017757,0.238318,2.019884,0,IRR
347,149.831431,2.117301,1.4905,8.85751,0.698201947,5.51228E-05,24.3934,2.053407,0.232277,0.084547,0.489743,-0.8695,0.586207,0.263613,0.542038,2.016927,0,ETD
348,149.791913,2.131635,1.9726,9.60782,1.660341153,5.07561E-05,23.8677,3.009581,0.024655,0.037458,0.464576,-1.778334,0.073864,0.093776,0.102276,2.024578,0,ETD
356,149.804657,2.127171,5.2591,9.01281,2.933197938,1.59018E-05,25.8175,2.85227,0.068426,0.061737,0.534965,-1.923278,0.153846,0.058572,0.126299,2.036618,0,LTD
364,149.838549,2.114325,0.5354,10.38107,0.903358815,0.000191553,21.1481,3.205607,0.077921,0.03936,0.543947,-1.769131,0.018852,0.067627,0.015509,1.954527,0,LTD
366,149.765982,2.1413,1.2545,8.87802,2.332124464,9.64204E-05,24.6554,3.15187,-0.43631,-0.048509,0.456952,-1.655391,0.288288,0.430706,0.075598,2.024193,0,ETD
374,149.757887,2.144215,1.0973,9.47936,1.650582619,3.95273E-05,23.6131,2.98967,-0.033044,0.027319,0.501432,-1.77817,0.033816,0.032825,0.035845,2.015388,0,ETD
375,149.830305,2.117966,1.2756,9.23087,1.915666652,1.15214E-05,24.2044,2.906875,0.007163,0,0.545778,-1.744475,0.036145,0.017907,0.051619,1.938929,0,SPH
396,149.845881,2.112431,2.2039,9.82646,0.655648202,6.41102E-05,23.3561,2.481445,0.029198,0.021036,0.532472,-1.298473,0.88,0.626873,0.393248,2.004024,0,IRR
397,149.848853,2.111376,0.6077,9.22776,0.697085466,7.98104E-05,22.5852,2.840501,0.020472,0.041252,0.533551,-1.420414,0.16,0.500396,0.064884,1.998952,0,LTD
404,149.74943,2.147642,4.069,9.28326,1.012389242,3.7381E-05,25.2363,2.659074,-0.133881,0.01018,0.467285,-1.372611,0.153846,0.067326,0.24824,2.023504,0,LTD
405,149.786183,2.134195,1.6235,9.86172,2.990262504,4.10119E-05,23.7167,3.154025,-0.040708,0.066234,0.509602,-1.916888,0.089606,0.066484,0.049954,2.022007,0,IRR
407,149.813125,2.124319,1.4612,10.66181,0.888870935,6.1622E-05,22.2739,3.033231,0.090359,0.026681,0.527455,-1.758476,0.021672,0.001248,0.087172,1.918887,0,LTD
408,149.812883,2.124541,0.8822,8.76141,0.496841293,5.31562E-05,24.2139,2.208116,-0.130447,-0.018751,0.466243,-1.510359,0.195122,0.068345,0.237137,2.033678,0,IRR
411,149.828179,2.119015,1.672,9.06512,0.590717607,6.34744E-05,24.7861,2.880126,-0.349208,-0.019986,0.432263,-1.244141,0.5625,0.554463,0.054911,2.027122,0,UNC
415,149.862448,2.106593,1.3235,9.09481,2.366376168,5.4436E-05,23.238,3.781542,0.121536,0.024631,0.573528,-1.481664,0.115942,0.160693,0.222534,1.893479,0,ETD
420,149.794403,2.131393,2.1498,9.22551,0.595154275,4.84017E-05,23.4,2.543869,0.225525,0.025952,0.529276,-1.217785,0.8125,0.654177,0.075803,2.001072,0,ETD
421,149.857613,2.10833,1.4796,9.11608,1.043150378,4.53495E-05,23.3654,2.85642,0.099039,-0.008207,0.526706,-1.390403,0.032258,0.018329,0.25595,2.00875,0,ETD
423,149.743038,2.150071,1.2221,9.30772,1.343813914,4.4642E-05,23.4011,2.958078,-0.01014,0.016415,0.550454,-1.733833,0.028169,0.014257,0.140409,1.97639,0,ETD
424,149.747515,2.148529,4.1901,8.90984,1.997830717,7.29583E-05,25.477,2.046687,0.029678,0.045788,0.485274,-1.231451,0.8,0.359188,0.433538,2.039575,0,LTD
432,149.735246,2.153027,3.112,9.29831,3.2611762,7.62536E-05,24.264,3.169095,0.039742,-0.020749,0.517739,-1.850178,0.032755,0.033925,0.057286,1.981438,0,LTD
436,149.783391,2.135597,4.7903,8.88829,0.30086044,3.89625E-05,24.9277,2.184081,0.067213,0.061041,0.468265,-1.196741,0.6,0,0.393022,2.006803,0,ETD
440,149.802689,2.128363,2.4041,10.44458,3.841874535,0.000146661,23.1266,3.300512,-0.147723,-0.155808,0.537791,-1.562646,0.140271,0.246261,0.193189,1.996714,0,IRR
443,149.750708,2.147487,2.4236,9.33097,0.857658664,6.57423E-05,24.4086,2.599899,-0.123923,0.028109,0.490599,-1.611095,0.156627,0.065173,0.287242,2.027346,0,ETD
446,149.746893,2.148945,4.6874,8.90277,0.307767647,4.92021E-05,25.9026,2.409911,-0.000344,0.006261,0.458398,-1.357083,0.928571,0.758462,0.520491,,,UNC
448,149.764038,2.14261,2.0061,9.35427,0.991076669,7.92402E-05,24.9137,2.751955,-0.143225,-0.033817,0.445165,-1.108066,0.25,0.398712,0.194994,2.013192,0,IRR
450,149.843318,2.113852,1.0729,9.31075,2.103331563,2.61519E-05,24.0254,3.211194,-0.016243,0.042853,0.569614,-1.931233,0.056604,0.031863,0.04038,2.048616,0,SPH
454,149.781546,2.136425,3.8512,8.82589,2.663029883,4.18983E-05,25.8512,1.848936,0.229699,0.057726,0.453036,-1.007653,0.253333,0.262553,0.451084,2.029189,0,LTD
455,149.754236,2.146269,0.935,8.88775,0.940688836,5.94339E-05,24.4031,2.402221,-0.302672,0.023007,0.426865,-1.222687,1,0.655532,0.107394,2.079654,0,UNC
456,149.803274,2.128342,0.66,8.83437,1.967143017,0.000121231,23.7242,2.672736,-0.146121,-0.005083,0.459092,-1.189901,0.095064,0.295619,0.10909,2.056909,0,ETD
459,149.830973,2.118029,0.627,8.98851,4.12297264,0.000672724,24.0751,3.131114,-0.207787,-0.228731,0.450092,-1.344638,1,0.708041,0.17901,2.020508,0,UNC
461,149.792835,2.132312,1.8361,8.80444,1.030537624,8.28604E-05,24.6804,3.240726,-0.026184,0.043267,0.46844,-1.007974,0.8125,0.495903,0.205234,,,ETD
463,149.829544,2.119005,3.0538,9.36663,4.883633224,0.000258991,24.6351,3.099501,-0.060435,-0.203027,0.505409,-1.450858,0.121649,0.114239,0.156743,2.043736,0,LTD
464,149.751182,2.147544,1.974,8.7937,1.767040207,1.52182E-05,25.8078,2.792451,0.019018,0,0.480827,-1.73748,0.137931,0,0.079457,2.083339,0,ETD
466,149.829731,2.118993,2.9099,8.79969,0.918784354,2.92505E-05,25.3164,2.592952,-0.079835,0.026013,0.47125,-1.477472,0.086957,0.036397,0.071734,2.01518,0,LTD
467,149.795256,2.131489,2.7872,9.82583,0.746488232,9.98401E-05,23.8529,2.359983,-0.085416,0.001419,0.458729,-1.240162,0.363636,0.329536,0.227401,2.010406,0,IRR
471,149.845089,2.113426,3.5856,9.71168,1.761111124,0.00012182,24.1868,2.693485,0.037892,0.026595,0.561374,-1.286108,0.165939,0.094253,0.387133,1.99875,0,IRR
472,149.777655,2.137876,2.0041,9.65005,1.372241787,4.15268E-05,24.1993,2.924088,-0.123324,0.019024,0.553337,-1.753874,0.035714,0.028585,0.071047,2.028929,0,ETD
479,149.793623,2.132209,2.0786,8.75873,0.762099312,6.27237E-05,24.7513,2.532947,-0.025515,0.054275,0.462919,-1.226716,1,0.81461,0.470321,2.026993,0,ETD
481,149.862076,2.107294,1.7979,9.5279,0.779935729,5.37535E-05,23.9199,2.271459,-0.007449,-0.009565,0.465344,-1.248626,0.333333,0.373343,0.184416,2.027722,0,UNC
482,149.757636,2.145264,1.6368,9.76422,1.464420923,3.55108E-05,24.2029,3.089408,-0.033624,0.031553,0.510557,-1.716025,0.038462,0.066684,0.074117,2.058748,0,LTD
486,149.836525,2.116646,2.4519,10.00481,1.309327913,8.33361E-05,26.6811,1.470141,-0.214562,0,0.402219,-0.720304,0.25,0.558623,0.769277,2.097502,0,IRR
506,149.778438,2.137755,1.1914,10.59761,3.004100597,2.55604E-05,22.2365,3.397684,0.054652,0.065216,0.567039,-1.930939,0.007812,0,0.064152,0.869491,0,SPH
516,149.754649,2.146603,2.2803,9.6009,1.183398707,6.00573E-05,23.2077,3.073014,0.196939,0.003539,0.570045,-1.398889,0.053156,0.997628,0.269997,2.000971,0,IRR
519,149.835912,2.117177,2.3141,8.89337,2.000821326,2.95594E-05,25.7841,2.43997,0.141431,0,0.472063,-1.270333,0.432432,0.379476,0.386853,2.034651,0,UNC
523,149.781633,2.136895,1.0633,8.78861,0.630117808,7.41933E-05,24.6169,2.107125,-0.048957,0.005959,0.420947,-1.106719,1,0.645438,0.040343,2.017712,0,IRR
527,149.756888,2.145633,1.6348,9.77402,2.39008597,2.29276E-05,23.6301,3.559029,0.01715,0.002101,0.600888,-2.012569,0.053333,0.058217,0.095081,1.94343,0,SPH
528,149.757057,2.145846,1.8116,8.76125,1.706827595,0.000179761,25.767,2.277985,-0.241067,-0.040056,0.449941,-0.66972,0.607143,0.524711,0.282025,2.0165,8192,IRR
531,149.804579,2.128601,4.1155,9.77919,1.630975199,6.28342E-05,24.9388,2.74572,-0.06897,0.022006,0.481943,-1.532319,0.036199,0.028614,0.13849,2.066571,0,IRR
538,149.743885,2.150728,2.4153,9.49649,2.570686422,5.04329E-05,24.6904,2.803462,-0.026583,0.0592,0.460687,-1.697689,0.16,0.209647,0.164705,2.077431,0,ETD
539,149.741615,2.151483,1.2842,9.60713,1.024696322,4.23696E-05,23.0577,2.802894,0.17887,-0.00404,0.492817,-1.439271,0.008811,0,0.193495,1.977461,0,ETD
543,149.767729,2.142088,3.8689,9.16029,1.505964887,6.27331E-05,25.2031,2.263463,0.301624,0.030353,0.433576,-1.261654,0.263158,0.362226,0.254461,2.014169,0,IRR
544,149.742959,2.15106,2.3775,9.68668,0.781629239,6.99194E-05,24.0186,2.866918,-0.133734,0.046546,0.543041,-1.235818,0.052863,0.784664,0.358334,2.018253,0,ETD
550,149.85269,2.111265,1.4681,8.88808,1.097963261,6.22413E-05,24.3824,2.970568,-0.01063,0.034722,0.465013,-1.492577,0.185185,0.041996,0.09775,2.038557,0,UNC
551,149.745589,2.150239,1.8099,9.04156,1.969589474,3.11242E-05,24.8702,3.219111,-0.105757,0.064279,0.554732,-1.772054,0.043478,0,0.050736,2.067232,0,SPH
566,149.81783,2.124002,1.243,9.26202,2.265945859,0.00016382,24.7246,2.908198,0.113696,-0.287805,0.504924,-1.064337,0.275229,0.164333,0.23775,2.035362,8192,IRR
570,149.800755,2.130232,1.0662,9.5172,2.351411567,2.10659E-05,24.1513,3.149729,0.02073,0.047911,0.51376,-1.793048,0.034483,0.005079,0.080677,2.056332,0,SPH
574,149.849422,2.112684,2.4475,8.85344,0.951893694,8.83811E-05,25.2385,2.359691,-0.285479,-0.080474,0.46126,-0.991937,0.5,0.554828,0.066379,2.012067,8192,UNC
577,149.733258,2.154717,1.6452,10.99042,4.093429658,0.000104084,22.5688,3.603077,0.0287,-0.02028,0.576382,-1.939282,0.026966,0.0188,0.113299,1.774946,0,ETD
581,149.796614,2.131887,1.0636,9.04921,1.413214034,4.45986E-05,24.3406,2.794546,-0.075429,0.017896,0.49172,-1.614829,0.227273,0.039577,0.185965,2.079229,0,ETD
583,149.833046,2.118688,2.3186,9.36364,2.153114644,4.18512E-05,24.509,3.161109,-0.011107,0.070385,0.535549,-1.831033,0.137931,0.08335,0.207214,2.016213,0,SPH
586,149.779076,2.138287,1.5818,9.32904,1.137741132,9.8598E-05,24.1157,2.357106,-0.442589,-0.335254,0.439079,-1.147604,0.176471,0.194097,0.073583,2.063996,0,UNC
588,149.862098,2.108218,3.622,9.51981,1.931230663,3.21138E-05,24.8243,3.006173,0.015316,-0.005637,0.498252,-1.703812,0.049123,0.025533,0.08141,2.013402,0,ETD
597,149.798556,2.131238,2.1739,9.52024,0.462323167,0.000128412,24.7318,2.197341,-0.09758,0.056855,0.423078,-0.759734,0.447368,0.602027,0.415654,2.027585,0,UNC
598,149.782566,2.137151,2.034,9.23348,1.220526555,4.3344E-05,24.3314,2.922815,-0.01265,0.007432,0.504518,-1.689507,0.285714,0.027193,0.135179,2.021811,0,SPH
600,149.805374,2.128892,2.5697,9.21097,0.557538883,8.67718E-05,26.4006,1.564478,-0.126068,0.119875,0.382259,-0.871859,1,0.994083,0.882736,2.044089,0,IRR
601,149.793807,2.133077,2.3199,9.34794,0.30000564,0.000116807,23.7259,2.190739,0.172218,0.031293,0.562913,-1.126786,0.857143,0.307119,0.338082,1.994534,0,IRR
609,149.802441,2.130063,3.203,9.38356,6.472998704,0.000283457,24.8073,2.919067,0.094835,0.013849,0.519796,-1.755995,0.031111,0.022023,0.069822,2.053179,0,ETD
610,149.761238,2.145056,2.9898,8.7989,0.641760827,2.8035E-05,25.486,2.389783,0.016435,0,0.492173,-1.515346,0.075,0.032082,0.049215,2.026618,0,ETD
617,149.804233,2.129424,2.2688,8.90347,0.755771277,5.46791E-05,24.5132,2.81372,-0.183275,-0.044226,0.491927,-1.272155,0.275,0.664292,0.520962,2.019734,0,LTD
618,149.804095,2.129543,2.0599,8.98459,1.284851431,0.000109468,26.0157,2.670738,-0.33502,-0.154107,0.506087,-1.000373,0.833333,0,0.195618,2.042066,8192,UNC
619,149.763227,2.144423,1.7982,8.77033,0.907903312,9.3562E-05,25.2383,2.554697,-0.092693,0.024637,0.389141,-0.741994,0.645161,0.957341,0.629572,2.034383,0,IRR
